qubits,ideal,noisy
6,"[0.0001,0.0001,0.5502,0.5132,0.501,0.5717,0.56,0.581]","[0.0001,0.0001,0.502,0.4014,0.5098,0.5322,0.4893,0.4707]"
6,"[0.0001,0.0001,0.5567,0.5222,0.4505,0.5132,0.4908,0.4905]","[0.0001,0.0001,0.4932,0.4756,0.5068,0.4902,0.4766,0.501]"
6,"[0.0001,0.0001,0.4017,0.5683,0.4557,0.4202,0.576,0.1653]","[0.0001,0.0001,0.5293,0.4922,0.5,0.5127,0.5049,0.4297]"
6,"[0.0001,0.0001,0.5583,0.4735,0.5125,0.8815,1.,0.314]","[0.0001,0.0001,0.5156,0.4863,0.4873,0.6357,0.5254,0.3301]"
6,"[0.0001,0.0001,0.5073,0.475,0.564,0.6445,0.5508,0.7178]","[0.0001,0.0001,0.502,0.4951,0.4814,0.4727,0.5098,0.5312]"
6,"[0.0001,0.0001,0.5123,0.5895,0.449,0.5642,0.5667,0.5468]","[0.0001,0.0001,0.4854,0.4736,0.4756,0.4990,0.459,0.5078]"
6,"[0.0001,0.0001,0.6105,0.6417,0.5707,0.4173,0.4905,0.3343]","[0.0001,0.0001,0.4922,0.5107,0.5254,0.3477,0.4824,0.4746]"
6,"[0.0001,0.0001,0.8165,0.9815,0.0358,0.4755,0.9572,0.0545]","[0.0001,0.0001,0.4473,0.9570,0.5146,0.4121,0.5127,0.4893]"
6,"[0.0001,0.0001,0.224,0.7188,0.3515,0.4505,0.276,0.389]","[0.0001,0.0001,0.2412,0.7080,0.3818,0.4629,0.2852,0.4199]"
6,"[0.0001,0.0001,0.4642,0.4448,0.5025,0.5295,0.4397,0.4895]","[0.0001,0.0001,0.4834,0.5029,0.5078,0.3613,0.5146,0.4756]"
6,"[0.0001,0.0001,0.459,0.3832,0.5355,0.4805,0.565,0.5332]","[0.0001,0.0001,0.4863,0.4893,0.4971,0.3242,0.4746,0.4980]"
6,"[0.0001,0.0001,0.486,0.5297,0.579,0.5853,0.566,0.4125]","[0.0001,0.0001,0.4688,0.5117,0.4688,0.4766,0.4834,0.5234]"
6,"[0.0001,0.0001,0.6802,0.0432,0.505,0.9345,0.4205,0.2125]","[0.0001,0.0001,0.6533,0.0703,0.5225,0.6592,0.4932,0.2207]"
6,"[0.0001,0.0001,0.4915,0.5562,0.5387,0.551,0.4933,0.4087]","[0.0001,0.0001,0.5029,0.4883,0.4717,0.4863,0.4834,0.4893]"
6,"[0.0001,0.0001,0.4945,0.4658,0.0001,0.6525,0.617,0.2272]","[0.0001,0.0001,0.4932,0.4697,0.4795,0.3389,0.5049,0.2266]"
6,"[0.0001,0.0001,0.5185,0.411,0.504,0.486,0.49,0.5242]","[0.0001,0.0001,0.5098,0.4795,0.4854,0.5264,0.4941,0.5039]"
6,"[0.0001,0.0001,0.2245,0.026,0.5545,0.6862,0.929,0.4017]","[0.0001,0.0001,0.2627,0.4756,0.4883,0.5576,0.4502,0.4268]"
6,"[0.0001,0.0001,0.5537,0.5807,0.2475,0.3647,0.5853,0.4685]","[0.0001,0.0001,0.5098,0.4951,0.4902,0.3604,0.5117,0.5332]"
6,"[0.0001,0.0001,0.3963,0.418,0.578,0.5197,0.4412,0.372]","[0.0001,0.0001,0.4785,0.4990,0.501,0.3369,0.5059,0.4912]"
6,"[0.0001,0.0001,0.5612,0.4577,0.5017,0.483,0.469,0.5318]","[0.0001,0.0001,0.5059,0.5039,0.4980,0.5078,0.4971,0.5068]"
6,"[0.0001,0.0001,0.4922,0.425,0.486,0.4455,0.5195,0.4683]","[0.0001,0.0001,0.4932,0.5293,0.5273,0.5117,0.5068,0.4805]"
6,"[0.0001,0.0001,0.4067,0.5092,0.5458,0.475,0.5418,0.504]","[0.0001,0.0001,0.4932,0.502,0.5029,0.5303,0.4805,0.5059]"
6,"[0.0001,0.0001,0.4885,0.4692,0.497,0.5328,0.7358,0.363]","[0.0001,0.0001,0.5186,0.5166,0.5234,0.3555,0.5176,0.5283]"
6,"[0.0001,0.0001,0.9588,0.0001,0.7003,0.4535,0.0001,0.801]","[0.0001,0.0001,0.9365,0.0205,0.6943,0.4912,0.5137,0.7979]"
6,"[0.0001,0.0001,0.3875,0.411,0.4083,0.473,0.4635,0.4728]","[0.0001,0.0001,0.4717,0.4805,0.4873,0.6592,0.4961,0.4756]"
6,"[0.0001,0.0001,0.5247,0.5148,0.3887,0.6245,0.2,0.324]","[0.0001,0.0001,0.4873,0.4814,0.5049,0.4014,0.4678,0.3223]"
6,"[0.0001,0.0001,0.5485,0.4767,0.5695,0.4765,0.6568,0.417]","[0.0001,0.0001,0.5098,0.5166,0.4570,0.3281,0.4844,0.5049]"
6,"[0.0001,0.0001,0.486,0.522,0.4207,0.506,0.3943,0.558]","[0.0001,0.0001,0.4756,0.5332,0.4922,0.4736,0.5049,0.5156]"
6,"[0.0001,0.0001,0.5415,0.4708,0.5195,0.4153,0.5422,0.4972]","[0.0001,0.0001,0.4824,0.4824,0.4805,0.3623,0.5049,0.5225]"
6,"[0.0001,0.0001,0.4835,0.6482,0.465,0.422,0.468,0.6425]","[0.0001,0.0001,0.4854,0.5049,0.5146,0.4932,0.4932,0.5332]"
6,"[0.0001,0.0001,0.425,0.4383,0.5128,0.1737,0.9822,0.4602]","[0.0001,0.0001,0.4102,0.4121,0.4971,0.3291,0.5098,0.459]"
6,"[0.0001,0.0001,0.4555,0.4015,0.521,0.4712,0.5295,0.5203]","[0.0001,0.0001,0.4971,0.5078,0.4883,0.4824,0.4961,0.5234]"
6,"[0.0001,0.0001,0.4933,0.9945,0.3235,0.3525,0.1532,0.4972]","[0.0001,0.0001,0.4883,0.9639,0.5098,0.5488,0.1572,0.5186]"
6,"[0.0001,0.0001,0.3995,0.607,0.5633,0.5085,0.5813,0.5748]","[0.0001,0.0001,0.4756,0.4883,0.4609,0.3672,0.501,0.5059]"
6,"[0.0001,0.0001,0.675,0.4613,0.0001,0.8142,0.66,0.5378]","[0.0001,0.0001,0.668,0.4648,0.0312,0.5049,0.4902,0.5312]"
6,"[0.0001,0.0001,0.4572,0.5523,0.4552,0.496,0.575,0.388]","[0.0001,0.0001,0.4951,0.4756,0.5088,0.6504,0.5254,0.5078]"
6,"[0.0001,0.0001,0.524,0.5987,0.4803,0.4978,0.3705,0.574]","[0.0001,0.0001,0.4912,0.4971,0.5137,0.3408,0.4902,0.4023]"
6,"[0.0001,0.0001,0.5322,0.602,0.4947,0.5452,0.615,0.4618]","[0.0001,0.0001,0.4932,0.4668,0.5088,0.5215,0.4922,0.627]"
6,"[0.0001,0.0001,0.5077,0.4445,0.548,0.6543,0.4195,0.5113]","[0.0001,0.0001,0.5029,0.5107,0.4922,0.3379,0.4912,0.4766]"
6,"[0.0001,0.0001,0.0047,0.708,0.4135,0.0001,0.33,0.7358]","[0.0001,0.0001,0.0576,0.6709,0.4043,0.0127,0.3467,0.7266]"
6,"[0.0001,0.0001,0.5688,0.6105,0.5872,0.5742,0.4852,0.5543]","[0.0001,0.0001,0.5098,0.5156,0.5059,0.334,0.4854,0.5137]"
6,"[0.0001,0.0001,0.5023,0.6635,0.0001,0.4902,0.6568,0.2233]","[0.0001,0.0001,0.4893,0.4043,0.4902,0.5166,0.6621,0.2607]"
6,"[0.0001,0.0001,0.5462,0.889,0.5845,0.4848,0.3823,0.5788]","[0.0001,0.0001,0.6299,0.4990,0.5205,0.5205,0.4844,0.4863]"
6,"[0.0001,0.0001,0.6568,0.5045,0.4978,0.6892,0.7293,0.7013]","[0.0001,0.0001,0.6514,0.3389,0.5059,0.4912,0.5098,0.6934]"
6,"[0.0001,0.0001,0.5157,0.446,0.46,0.5195,0.447,0.5698]","[0.0001,0.0001,0.5176,0.4580,0.5166,0.5186,0.4688,0.4893]"
6,"[0.0001,0.0001,0.6148,0.4448,0.5067,0.4543,0.506,0.336]","[0.0001,0.0001,0.4844,0.4443,0.5068,0.5811,0.5,0.4102]"
6,"[0.0001,0.0001,0.3965,0.466,0.4852,0.5872,0.441,0.5288]","[0.0001,0.0001,0.5049,0.4785,0.5039,0.3184,0.4893,0.4990]"
6,"[0.0001,0.0001,0.677,0.5148,0.4782,0.4455,0.4868,0.4852]","[0.0001,0.0001,0.6758,0.502,0.4932,0.4785,0.5098,0.5029]"
6,"[0.0001,0.0001,0.5107,0.386,0.5052,0.5113,0.638,0.324]","[0.0001,0.0001,0.5283,0.4990,0.4990,0.3809,0.6094,0.4688]"
6,"[0.0001,0.0001,0.6503,0.4972,0.5447,0.2447,0.438,0.0765]","[0.0001,0.0001,0.5332,0.4814,0.4893,0.3730,0.5137,0.2842]"
6,"[0.0001,0.0001,0.767,0.4965,0.1208,0.3005,0.5142,0.1433]","[0.0001,0.0001,0.5957,0.4844,0.5303,0.4746,0.4795,0.3535]"
6,"[0.0001,0.0001,0.523,0.5462,0.3485,0.436,0.498,0.415]","[0.0001,0.0001,0.4932,0.5117,0.4639,0.5518,0.4971,0.4727]"
6,"[0.0001,0.0001,0.4988,0.0001,0.3465,0.5997,0.6543,0.4178]","[0.0001,0.0001,0.4980,0.4961,0.3418,0.5,0.4932,0.4551]"
6,"[0.0001,0.0001,0.4873,0.3237,0.3458,0.5128,0.6047,0.495]","[0.0001,0.0001,0.5117,0.5342,0.4775,0.5078,0.4727,0.5078]"
6,"[0.0001,0.0001,0.5445,0.512,0.5268,0.516,0.5088,0.5788]","[0.0001,0.0001,0.4990,0.4814,0.5156,0.3604,0.5107,0.4971]"
6,"[0.0001,0.0001,0.6225,0.3487,0.619,0.4765,0.5577,0.5527]","[0.0001,0.0001,0.4863,0.5215,0.4893,0.5078,0.4922,0.4893]"
6,"[0.0001,0.0001,0.4767,0.621,0.4365,0.3828,0.469,0.3158]","[0.0001,0.0001,0.501,0.5576,0.5039,0.4326,0.501,0.3311]"
6,"[0.0001,0.0001,0.4518,0.536,0.5015,0.47,0.4782,0.5225]","[0.0001,0.0001,0.5166,0.4854,0.5,0.4023,0.4844,0.5156]"
6,"[0.0001,0.0001,0.5443,0.5397,0.49,0.5245,0.3268,0.605]","[0.0001,0.0001,0.4648,0.4688,0.4805,0.3604,0.4814,0.5029]"
6,"[0.0001,0.0001,0.2735,0.5318,0.1955,0.189,0.2415,0.508]","[0.0001,0.0001,0.6328,0.5410,0.1660,0.6641,0.501,0.4766]"
6,"[0.0001,0.0001,0.4543,0.9778,0.9987,0.5383,0.5378,0.4613]","[0.0001,0.0001,0.4531,0.9658,0.9668,0.3193,0.5137,0.4922]"
6,"[0.0001,0.0001,0.5677,0.4658,0.5272,0.4252,0.427,0.4897]","[0.0001,0.0001,0.4902,0.5059,0.4824,0.4941,0.5068,0.5088]"
6,"[0.0001,0.0001,0.55,0.4863,0.4942,0.5245,0.444,0.4897]","[0.0001,0.0001,0.5283,0.501,0.4854,0.5303,0.5088,0.4980]"
6,"[0.0001,0.0001,0.4742,0.5555,0.4695,0.484,0.475,0.5753]","[0.0001,0.0001,0.5410,0.4727,0.5137,0.4668,0.502,0.5039]"
6,"[0.0001,0.0001,0.3615,0.505,0.4927,0.4493,0.519,0.6302]","[0.0001,0.0001,0.3301,0.5059,0.459,0.501,0.5039,0.4639]"
6,"[0.0001,0.0001,0.3765,0.4725,0.55,0.4997,0.4615,0.5175]","[0.0001,0.0001,0.5039,0.5400,0.4912,0.4609,0.5137,0.5]"
6,"[0.0001,0.0001,0.3805,0.386,0.4737,0.4723,0.5705,0.6198]","[0.0001,0.0001,0.4326,0.4805,0.5234,0.3867,0.4883,0.3711]"
6,"[0.0001,0.0001,0.6208,0.5447,0.4787,0.5188,0.4062,0.462]","[0.0001,0.0001,0.5137,0.5176,0.5,0.4863,0.4854,0.5400]"
6,"[0.0001,0.0001,0.545,0.473,0.4525,0.501,0.4563,0.4688]","[0.0001,0.0001,0.4863,0.4775,0.501,0.4922,0.5283,0.4902]"
6,"[0.0001,0.0001,0.398,0.4965,0.5583,0.4565,0.4857,0.4975]","[0.0001,0.0001,0.5088,0.4561,0.4951,0.4502,0.4785,0.4961]"
6,"[0.0001,0.0001,0.646,0.4392,0.5128,0.4683,0.4798,0.509]","[0.0001,0.0001,0.4766,0.4678,0.5039,0.4854,0.4951,0.4736]"
6,"[0.0001,0.0001,0.5975,0.5307,0.54,0.593,0.4773,0.493]","[0.0001,0.0001,0.5039,0.5322,0.5098,0.3594,0.4922,0.5195]"
6,"[0.0001,0.0001,0.8522,0.8245,0.0001,0.0001,0.8245,0.0001]","[0.0001,0.0001,0.8301,0.7490,0.5312,0.3408,0.5117,0.0049]"
6,"[0.0001,0.0001,0.562,0.6,0.4922,0.3605,0.4897,0.4608]","[0.0001,0.0001,0.4854,0.5527,0.5215,0.4189,0.4834,0.4268]"
6,"[0.0001,0.0001,0.0001,0.5035,0.0745,0.9305,0.259,0.0001]","[0.0001,0.0001,0.4863,0.4854,0.4756,0.3711,0.1445,0.2461]"
6,"[0.0001,0.0001,0.0001,0.4933,0.0001,0.0001,0.0001,0.0001]","[0.0001,0.0001,0.0176,0.5186,0.0352,0.4307,0.5,0.0078]"
6,"[0.0001,0.0001,0.433,0.6447,0.4535,0.454,0.6565,0.3728]","[0.0001,0.0001,0.5127,0.4482,0.4893,0.4883,0.5234,0.3779]"
6,"[0.0001,0.0001,0.52,0.4588,0.553,0.5842,0.584,0.4035]","[0.0001,0.0001,0.4902,0.4912,0.4707,0.3262,0.4941,0.4990]"
6,"[0.0001,0.0001,0.5605,0.6895,0.5013,0.0001,0.6597,0.5695]","[0.0001,0.0001,0.5508,0.6855,0.5137,0.0156,0.6709,0.5684]"
6,"[0.0001,0.0001,0.5055,0.487,0.508,0.5895,0.5322,0.5508]","[0.0001,0.0001,0.4834,0.5176,0.5049,0.5225,0.4951,0.5078]"
6,"[0.0001,0.0001,0.4633,0.1575,0.5405,0.1385,0.1192,0.244]","[0.0001,0.0001,0.3682,0.1582,0.4619,0.1719,0.4971,0.2744]"
6,"[0.0001,0.0001,0.544,0.3462,0.567,0.452,0.5117,0.2233]","[0.0001,0.0001,0.4893,0.4346,0.4805,0.335,0.5117,0.1719]"
6,"[0.0001,0.0001,0.544,0.4925,0.3625,0.8528,0.7945,0.4347]","[0.0001,0.0001,0.5127,0.4893,0.4795,0.3369,0.5312,0.5176]"
6,"[0.0001,0.0001,0.0001,0.66,0.0001,0.7088,0.3907,1.]","[0.0001,0.0001,0.0293,0.6387,0.4922,0.3604,0.4922,0.9932]"
6,"[0.0001,0.0001,0.671,0.664,0.6323,0.725,0.3428,0.763]","[0.0001,0.0001,0.7324,0.5625,0.5186,0.5977,0.501,0.7686]"
6,"[0.0001,0.0001,0.7632,0.5638,0.4055,0.4498,0.4498,0.777]","[0.0001,0.0001,0.7705,0.5762,0.4258,0.4639,0.46,0.7764]"
6,"[0.0001,0.0001,0.524,0.4302,0.583,0.567,0.3825,0.4827]","[0.0001,0.0001,0.4844,0.5039,0.4971,0.6572,0.5137,0.4678]"
6,"[0.0001,0.0001,0.7377,0.2685,0.3175,0.6842,0.23,0.5385]","[0.0001,0.0001,0.5273,0.459,0.5195,0.5186,0.5146,0.6543]"
6,"[0.0001,0.0001,0.364,0.4897,0.9245,0.203,0.742,0.2202]","[0.0001,0.0001,0.3818,0.4580,0.9004,0.5342,0.4893,0.2246]"
6,"[0.0001,0.0001,0.7427,0.6465,0.5275,0.5828,0.5157,0.3627]","[0.0001,0.0001,0.7344,0.5869,0.5234,0.3398,0.4717,0.3438]"
6,"[0.0001,0.0001,0.491,0.4467,0.4315,0.4852,0.558,0.5293]","[0.0001,0.0001,0.4717,0.4961,0.5107,0.3545,0.501,0.5049]"
6,"[0.0001,0.0001,0.3548,0.634,0.5205,0.5625,0.383,0.4823]","[0.0001,0.0001,0.4990,0.4834,0.4727,0.5049,0.5156,0.4922]"
6,"[0.0001,0.0001,0.5345,0.4405,0.37,0.6825,0.5268,0.4367]","[0.0001,0.0001,0.4814,0.4658,0.5195,0.3154,0.5049,0.5029]"
6,"[0.0001,0.0001,0.4798,0.4087,0.5428,0.2657,0.4942,0.494]","[0.0001,0.0001,0.4736,0.4463,0.4834,0.5088,0.5469,0.4902]"
6,"[0.0001,0.0001,0.426,0.4083,0.4697,0.5257,0.4523,0.394]","[0.0001,0.0001,0.4922,0.4805,0.4834,0.3867,0.4873,0.4883]"
6,"[0.0001,0.0001,0.841,0.37,0.4963,0.4408,0.9918,0.552]","[0.0001,0.0001,0.5049,0.4814,0.4727,0.4775,0.6514,0.5342]"
6,"[0.0001,0.0001,0.4627,0.5165,0.6217,0.4457,0.4475,0.452]","[0.0001,0.0001,0.4941,0.5078,0.5,0.5127,0.4619,0.4697]"
6,"[0.0001,0.0001,0.5867,0.5058,0.5408,0.683,0.6035,0.3618]","[0.0001,0.0001,0.4756,0.5879,0.5,0.6777,0.627,0.4102]"
6,"[0.0001,0.0001,0.3422,0.4232,0.4622,0.483,0.5138,0.6568]","[0.0001,0.0001,0.5117,0.4639,0.46,0.501,0.4951,0.5205]"
6,"[0.0001,0.0001,0.4345,0.4457,0.549,0.51,0.399,0.547]","[0.0001,0.0001,0.502,0.4912,0.4854,0.3447,0.5186,0.4873]"
6,"[0.0001,0.0001,0.421,0.56,0.5343,0.4705,0.4435,0.5397]","[0.0001,0.0001,0.4697,0.4902,0.4795,0.5186,0.5,0.4863]"
6,"[0.0001,0.0001,0.5175,1.,0.0001,0.506,0.3893,0.4845]","[0.0001,0.0001,0.4678,0.9775,0.0283,0.5215,0.3916,0.5049]"
6,"[0.0001,0.0001,0.489,0.3957,0.55,0.507,0.4325,0.482]","[0.0001,0.0001,0.4707,0.4688,0.5088,0.5049,0.5264,0.5322]"
6,"[0.0001,0.0001,0.5303,0.487,0.4638,0.668,0.454,0.4927]","[0.0001,0.0001,0.5186,0.4805,0.4941,0.4932,0.5186,0.5166]"
6,"[0.0001,0.0001,0.0001,1.,0.498,0.6967,0.037,0.4988]","[0.0001,0.0001,0.502,0.9648,0.5234,0.3525,0.5107,0.5264]"
6,"[0.0001,0.0001,1.,0.8577,0.389,0.5272,0.6557,0.3478]","[0.0001,0.0001,0.9453,0.4854,0.4932,0.3184,0.5078,0.4492]"
6,"[0.0001,0.0001,0.5235,0.4067,0.4132,0.5148,0.2685,0.485]","[0.0001,0.0001,0.4863,0.5137,0.4971,0.4971,0.5215,0.5156]"
6,"[0.0001,0.0001,0.533,0.491,0.5178,0.4543,0.5045,0.546]","[0.0001,0.0001,0.5059,0.5215,0.4980,0.5283,0.4795,0.501]"
6,"[0.0001,0.0001,0.5545,0.4378,0.5903,0.458,0.499,0.4378]","[0.0001,0.0001,0.4951,0.5146,0.4951,0.4990,0.4863,0.5205]"
6,"[0.0001,0.0001,0.5188,0.5275,0.0001,0.0001,0.919,0.0001]","[0.0001,0.0001,0.4971,0.5361,0.5225,0.3506,0.9219,0.0098]"
6,"[0.0001,0.0001,0.4313,0.544,0.5272,0.5343,0.556,0.5715]","[0.0001,0.0001,0.5107,0.4902,0.501,0.5283,0.5127,0.4941]"
6,"[0.0001,0.0001,0.5125,0.5,0.5027,0.5038,0.447,0.5052]","[0.0001,0.0001,0.4893,0.5098,0.4971,0.3262,0.4893,0.4922]"
6,"[0.0001,0.0001,0.4448,0.523,0.4765,0.546,0.4615,0.544]","[0.0001,0.0001,0.4932,0.5186,0.5059,0.4912,0.5029,0.4990]"
6,"[0.0001,0.0001,0.432,0.6208,0.322,0.4053,0.4137,0.471]","[0.0001,0.0001,0.5244,0.5098,0.4902,0.3506,0.4824,0.5186]"
6,"[0.0001,0.0001,0.4355,0.4338,0.354,0.5038,0.419,0.4863]","[0.0001,0.0001,0.4561,0.5352,0.3467,0.5098,0.4297,0.4805]"
6,"[0.0001,0.0001,0.5655,0.7862,0.522,0.8698,0.5102,0.4498]","[0.0001,0.0001,0.5,0.7891,0.5156,0.3496,0.4912,0.1787]"
6,"[0.0001,0.0001,0.6288,0.4965,0.4933,0.6018,0.6112,0.5905]","[0.0001,0.0001,0.6436,0.5146,0.4785,0.4551,0.4941,0.6631]"
6,"[0.0001,0.0001,0.4647,0.4353,0.5405,0.5567,0.5188,0.4568]","[0.0001,0.0001,0.4971,0.5156,0.5029,0.3604,0.4932,0.4834]"
6,"[0.0001,0.0001,0.4983,0.5755,0.5485,0.406,0.5567,0.598]","[0.0001,0.0001,0.5137,0.5615,0.4375,0.5273,0.4902,0.5029]"
6,"[0.0001,0.0001,0.645,0.534,0.5705,0.4207,0.5042,0.5428]","[0.0001,0.0001,0.5039,0.6387,0.4961,0.3438,0.5352,0.5156]"
6,"[0.0001,0.0001,0.5345,0.556,0.5665,0.4762,0.5192,0.431]","[0.0001,0.0001,0.5166,0.4961,0.4863,0.3135,0.4971,0.4932]"
6,"[0.0001,0.0001,0.5105,0.2245,0.2218,0.8888,0.009,0.936]","[0.0001,0.0001,0.5156,0.2344,0.5469,0.5938,0.0146,0.9336]"
6,"[0.0001,0.0001,0.0008,0.6245,0.0322,0.6977,0.4157,0.0943]","[0.0001,0.0001,0.3359,0.542,0.4990,0.3623,0.4219,0.0957]"
6,"[0.0001,0.0001,0.4712,0.554,0.5045,0.5128,0.4425,0.3965]","[0.0001,0.0001,0.5215,0.5078,0.4941,0.5146,0.5215,0.4941]"
6,"[0.0001,0.0001,0.5232,0.4053,0.5085,0.3507,0.566,0.4518]","[0.0001,0.0001,0.376,0.5068,0.5068,0.4893,0.5127,0.4980]"
6,"[0.0001,0.0001,0.6712,0.5953,0.0575,0.81,0.485,0.4193]","[0.0001,0.0001,0.5068,0.4004,0.4570,0.4346,0.5039,0.4326]"
6,"[0.0001,0.0001,0.6162,0.4505,0.4775,0.1698,0.3868,0.5023]","[0.0001,0.0001,0.6367,0.5381,0.4863,0.5322,0.4971,0.5088]"
6,"[0.0001,0.0001,0.5065,0.9638,0.5125,0.4545,0.4992,0.4908]","[0.0001,0.0001,0.4941,0.9385,0.4707,0.3408,0.4893,0.4385]"
6,"[0.0001,0.0001,0.5155,0.359,0.4423,0.5387,0.5412,0.4787]","[0.0001,0.0001,0.4990,0.4951,0.4814,0.4990,0.4814,0.4961]"
6,"[0.0001,0.0001,0.8418,0.7193,0.4465,0.4712,0.493,0.2505]","[0.0001,0.0001,0.8203,0.7041,0.4424,0.502,0.5303,0.252]"
6,"[0.0001,0.0001,0.6115,0.5203,0.2975,0.364,0.5215,0.4635]","[0.0001,0.0001,0.501,0.4961,0.4922,0.3477,0.5156,0.5244]"
6,"[0.0001,0.0001,0.5042,0.6137,0.653,0.4755,0.6445,0.4918]","[0.0001,0.0001,0.4541,0.5762,0.5049,0.4648,0.4648,0.4980]"
6,"[0.0001,0.0001,0.2975,0.5913,0.0001,0.0001,0.0001,0.5077]","[0.0001,0.0001,0.3311,0.5986,0.4873,0.3428,0.0078,0.5039]"
6,"[0.0001,0.0001,0.4837,0.5447,0.5642,0.4062,0.5372,0.5263]","[0.0001,0.0001,0.5078,0.4961,0.5098,0.3555,0.4834,0.4658]"
6,"[0.0001,0.0001,0.4812,0.4837,0.4823,0.486,0.3145,0.4972]","[0.0001,0.0001,0.5029,0.4932,0.4873,0.4775,0.4980,0.5]"
6,"[0.0001,0.0001,0.9898,0.5023,0.972,1.,0.4155,0.8658]","[0.0001,0.0001,0.9150,0.5234,0.9424,0.6553,0.502,0.8516]"
6,"[0.0001,0.0001,0.0001,0.0001,0.4927,0.8695,0.9772,0.0001]","[0.0001,0.0001,0.0381,0.0352,0.5186,0.8779,0.9629,0.0059]"
6,"[0.0001,0.0001,0.7747,0.0255,0.0001,0.9885,0.0077,0.7007]","[0.0001,0.0001,0.7744,0.0459,0.4893,0.502,0.0176,0.6865]"
6,"[0.0001,0.0001,0.5705,0.5422,0.4835,0.5972,0.435,0.5468]","[0.0001,0.0001,0.5166,0.5176,0.4863,0.5107,0.4951,0.4961]"
6,"[0.0001,0.0001,0.5095,0.511,0.4978,0.6008,0.5055,0.5153]","[0.0001,0.0001,0.5557,0.5283,0.4844,0.5195,0.4980,0.5137]"
6,"[0.0001,0.0001,0.6497,0.0108,0.6055,0.0702,0.2952,0.2788]","[0.0001,0.0001,0.5918,0.0342,0.4971,0.6963,0.4854,0.3506]"
6,"[0.0001,0.0001,0.579,0.4908,0.3975,0.4778,0.6702,0.4773]","[0.0001,0.0001,0.5918,0.4648,0.4932,0.4824,0.7041,0.4658]"
6,"[0.0001,0.0001,0.0001,0.4942,0.7383,0.492,0.4925,0.4112]","[0.0001,0.0001,0.0469,0.502,0.4863,0.3174,0.5078,0.4160]"
6,"[0.0001,0.0001,0.4182,0.5652,0.5785,0.4685,0.5615,0.4725]","[0.0001,0.0001,0.4385,0.5049,0.5264,0.4844,0.5117,0.5146]"
6,"[0.0001,0.0001,0.5067,0.468,0.4588,0.4958,0.5178,0.4067]","[0.0001,0.0001,0.5479,0.4688,0.4785,0.542,0.5264,0.4209]"
6,"[0.0001,0.0001,0.4805,0.5425,0.2853,0.5695,0.539,0.4988]","[0.0001,0.0001,0.4775,0.4814,0.4941,0.3516,0.5,0.4883]"
6,"[0.0001,0.0001,0.762,0.524,0.5545,0.6405,0.4972,0.3195]","[0.0001,0.0001,0.7314,0.4951,0.5029,0.3389,0.4990,0.5107]"
6,"[0.0001,0.0001,0.507,0.6975,0.6603,0.5315,0.6122,0.678]","[0.0001,0.0001,0.5146,0.6787,0.4961,0.3311,0.6230,0.6729]"
6,"[0.0001,0.0001,0.5303,0.4505,0.518,0.5745,0.5395,0.446]","[0.0001,0.0001,0.4941,0.4395,0.4922,0.4990,0.5195,0.5039]"
6,"[0.0001,0.0001,0.5518,0.4787,0.49,0.4855,0.6122,0.4112]","[0.0001,0.0001,0.5117,0.4834,0.4922,0.3545,0.5166,0.5273]"
6,"[0.0001,0.0001,0.5408,0.5337,0.4945,0.4782,0.4995,0.5228]","[0.0001,0.0001,0.5215,0.4980,0.5166,0.627,0.4990,0.5068]"
6,"[0.0001,0.0001,0.4778,0.4467,0.4678,0.4767,0.521,0.4005]","[0.0001,0.0001,0.5,0.4844,0.4717,0.5303,0.5645,0.4834]"
6,"[0.0001,0.0001,0.5878,0.5445,0.529,0.5345,0.3685,0.5048]","[0.0001,0.0001,0.4922,0.4883,0.4580,0.5088,0.4756,0.4863]"
6,"[0.0001,0.0001,0.0001,0.7815,0.8378,0.1622,0.0115,0.5945]","[0.0001,0.0001,0.0322,0.751,0.4795,0.4951,0.0205,0.5957]"
6,"[0.0001,0.0001,0.5962,0.4295,0.4882,0.5847,0.5782,0.5428]","[0.0001,0.0001,0.5674,0.4990,0.5176,0.4014,0.4678,0.5322]"
6,"[0.0001,0.0001,0.563,0.5088,0.5255,0.5035,0.5815,0.4695]","[0.0001,0.0001,0.5908,0.4883,0.4893,0.3623,0.5381,0.4922]"
6,"[0.0001,0.0001,0.5807,0.4675,0.3445,0.4552,0.5232,0.4355]","[0.0001,0.0001,0.4971,0.3818,0.5039,0.502,0.4746,0.5312]"
6,"[0.0001,0.0001,0.505,0.4995,0.8227,0.8067,0.5052,0.1772]","[0.0001,0.0001,0.5098,0.5146,0.8115,0.4248,0.5928,0.5928]"
6,"[0.0001,0.0001,0.451,0.373,0.5778,0.4882,0.5798,0.429]","[0.0001,0.0001,0.5059,0.5059,0.5176,0.5127,0.4736,0.46]"
6,"[0.0001,0.0001,0.4248,0.5197,0.355,0.3898,0.4257,0.3815]","[0.0001,0.0001,0.4932,0.4766,0.5098,0.3525,0.4990,0.4561]"
6,"[0.0001,0.0001,0.5142,0.5128,0.548,0.4142,0.5447,0.5865]","[0.0001,0.0001,0.5127,0.5664,0.4873,0.3477,0.5459,0.5439]"
6,"[0.0001,0.0001,0.6913,0.43,0.498,0.5855,0.5415,0.5403]","[0.0001,0.0001,0.5146,0.5293,0.5195,0.4922,0.4971,0.5205]"
