qubits,ideal,noisy
4,"[0.0001,0.0001,0.0001,0.0001,0.0243,0.5105,0.0001,0.0001]","[0.0001,0.0001,0.0001,0.0001,0.0479,0.4971,0.0078,0.0049]"
4,"[0.0001,0.0001,0.0001,0.0001,0.6225,0.5125,0.4255,0.5278]","[0.0001,0.0001,0.0001,0.0001,0.5205,0.3682,0.4912,0.4805]"
4,"[0.0001,0.0001,0.0001,0.0001,0.9995,1.,0.0001,0.506]","[0.0001,0.0001,0.0001,0.0001,0.9639,0.3408,0.4893,0.4746]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5688,0.4478,0.45,0.5915]","[0.0001,0.0001,0.0001,0.0001,0.4990,0.3594,0.4805,0.5186]"
4,"[0.0001,0.0001,0.0001,0.0001,0.431,0.737,0.5272,0.4378]","[0.0001,0.0001,0.0001,0.0001,0.4971,0.4980,0.4971,0.4492]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4988,0.4415,0.106,0.8675]","[0.0001,0.0001,0.0001,0.0001,0.4922,0.4893,0.5049,0.8135]"
4,"[0.0001,0.0001,0.0001,0.0001,0.1058,0.9732,0.0001,0.1058]","[0.0001,0.0001,0.0001,0.0001,0.1396,0.9570,0.0078,0.1172]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4685,0.4933,0.3175,0.491]","[0.0001,0.0001,0.0001,0.0001,0.4873,0.3379,0.5098,0.4990]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5585,0.502,0.3128,0.5913]","[0.0001,0.0001,0.0001,0.0001,0.5088,0.5391,0.4893,0.4912]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3483,0.5395,0.6112,0.7297]","[0.0001,0.0001,0.0001,0.0001,0.4756,0.3311,0.4893,0.5078]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3625,0.3812,0.4715,0.5913]","[0.0001,0.0001,0.0001,0.0001,0.5,0.6699,0.4775,0.5195]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5073,0.523,0.498,0.4915]","[0.0001,0.0001,0.0001,0.0001,0.5029,0.5449,0.4805,0.4668]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5048,0.7385,0.389,0.559]","[0.0001,0.0001,0.0001,0.0001,0.4873,0.5146,0.4756,0.4834]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4942,0.8462,0.4425,0.0001]","[0.0001,0.0001,0.0001,0.0001,0.4863,0.376,0.5078,0.4756]"
4,"[0.0001,0.0001,0.0001,0.0001,0.2582,0.3868,0.5052,0.4958]","[0.0001,0.0001,0.0001,0.0001,0.4805,0.6309,0.4912,0.5273]"
4,"[0.0001,0.0001,0.0001,0.0001,0.395,0.5065,0.4695,0.6622]","[0.0001,0.0001,0.0001,0.0001,0.4629,0.5225,0.4678,0.5]"
4,"[0.0001,0.0001,0.0001,0.0001,0.0165,0.9833,0.6833,0.3185]","[0.0001,0.0001,0.0001,0.0001,0.0547,0.9668,0.6689,0.3281]"
4,"[0.0001,0.0001,0.0001,0.0001,0.7278,0.424,0.7053,0.3573]","[0.0001,0.0001,0.0001,0.0001,0.5039,0.501,0.4912,0.4990]"
4,"[0.0001,0.0001,0.0001,0.0001,0.6185,0.668,0.3022,0.554]","[0.0001,0.0001,0.0001,0.0001,0.5146,0.3506,0.4766,0.5078]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4972,0.474,0.5972,0.503]","[0.0001,0.0001,0.0001,0.0001,0.5,0.4824,0.5029,0.5166]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4672,0.3638,0.3528,0.5558]","[0.0001,0.0001,0.0001,0.0001,0.4873,0.501,0.4941,0.4551]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5272,0.7343,0.508,0.293]","[0.0001,0.0001,0.0001,0.0001,0.4297,0.4834,0.5225,0.3418]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4955,0.4988,0.0377,0.5138]","[0.0001,0.0001,0.0001,0.0001,0.5059,0.6143,0.4873,0.4805]"
4,"[0.0001,0.0001,0.0001,0.0001,0.466,0.5487,0.5985,0.6848]","[0.0001,0.0001,0.0001,0.0001,0.4805,0.5137,0.5039,0.5166]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4297,0.3913,0.517,0.5732]","[0.0001,0.0001,0.0001,0.0001,0.5127,0.5273,0.5176,0.4385]"
4,"[0.0001,0.0001,0.0001,0.0001,0.6935,0.6375,0.5943,0.2833]","[0.0001,0.0001,0.0001,0.0001,0.5049,0.3613,0.4990,0.4990]"
4,"[0.0001,0.0001,0.0001,0.0001,0.502,0.2087,0.246,0.5067]","[0.0001,0.0001,0.0001,0.0001,0.5039,0.4736,0.4971,0.5205]"
4,"[0.0001,0.0001,0.0001,0.0001,0.6532,0.5245,0.6388,0.419]","[0.0001,0.0001,0.0001,0.0001,0.5361,0.3779,0.5098,0.5088]"
4,"[0.0001,0.0001,0.0001,0.0001,1.,0.8335,0.512,0.9965]","[0.0001,0.0001,0.0001,0.0001,0.9639,0.4922,0.501,0.9746]"
4,"[0.0001,0.0001,0.0001,0.0001,0.7542,0.4225,0.4235,0.8073]","[0.0001,0.0001,0.0001,0.0001,0.5137,0.6328,0.5059,0.4980]"
4,"[0.0001,0.0001,0.0001,0.0001,0.8163,0.3983,0.6835,0.2585]","[0.0001,0.0001,0.0001,0.0001,0.4951,0.3389,0.5205,0.2559]"
4,"[0.0001,0.0001,0.0001,0.0001,0.162,0.622,0.631,0.2333]","[0.0001,0.0001,0.0001,0.0001,0.4893,0.4736,0.5127,0.4727]"
4,"[0.0001,0.0001,0.0001,0.0001,0.0001,0.377,0.3772,0.1963]","[0.0001,0.0001,0.0001,0.0001,0.5254,0.4805,0.3193,0.4834]"
4,"[0.0001,0.0001,0.0001,0.0001,0.266,0.2405,0.3492,0.5683]","[0.0001,0.0001,0.0001,0.0001,0.3193,0.3545,0.5459,0.5859]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4725,0.5345,0.464,0.018]","[0.0001,0.0001,0.0001,0.0001,0.4893,0.5195,0.4824,0.0273]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5278,0.176,0.46,0.424]","[0.0001,0.0001,0.0001,0.0001,0.4971,0.3398,0.4707,0.5254]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5207,0.5085,0.4465,0.6845]","[0.0001,0.0001,0.0001,0.0001,0.5107,0.3516,0.5205,0.5537]"
4,"[0.0001,0.0001,0.0001,0.0001,0.2148,0.4995,0.506,0.0001]","[0.0001,0.0001,0.0001,0.0001,0.2275,0.4873,0.4736,0.0059]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4963,0.5015,0.7495,0.4045]","[0.0001,0.0001,0.0001,0.0001,0.5117,0.3506,0.5029,0.4023]"
4,"[0.0001,0.0001,0.0001,0.0001,0.551,0.5715,0.3957,0.5785]","[0.0001,0.0001,0.0001,0.0001,0.5088,0.5518,0.5176,0.5107]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5717,0.0003,0.3618,0.522]","[0.0001,0.0001,0.0001,0.0001,0.5029,0.3574,0.4932,0.4658]"
4,"[0.0001,0.0001,0.0001,0.0001,0.992,0.9967,0.111,0.5075]","[0.0001,0.0001,0.0001,0.0001,0.9541,0.4912,0.3203,0.3213]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3915,0.5185,0.0285,0.215]","[0.0001,0.0001,0.0001,0.0001,0.5117,0.5332,0.4971,0.5195]"
4,"[0.0001,0.0001,0.0001,0.0001,0.7147,0.2937,0.37,0.7772]","[0.0001,0.0001,0.0001,0.0001,0.4766,0.3535,0.501,0.4189]"
4,"[0.0001,0.0001,0.0001,0.0001,0.614,0.509,0.2887,0.5135]","[0.0001,0.0001,0.0001,0.0001,0.5166,0.4844,0.4883,0.4961]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5685,0.667,0.3965,0.734]","[0.0001,0.0001,0.0001,0.0001,0.5068,0.3301,0.5117,0.4912]"
4,"[0.0001,0.0001,0.0001,0.0001,0.359,0.603,0.3835,0.6825]","[0.0001,0.0001,0.0001,0.0001,0.5205,0.3545,0.4922,0.4863]"
4,"[0.0001,0.0001,0.0001,0.0001,0.8715,0.3125,0.293,0.7132]","[0.0001,0.0001,0.0001,0.0001,0.5098,0.4648,0.4824,0.5049]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4103,0.49,0.4733,0.426]","[0.0001,0.0001,0.0001,0.0001,0.5,0.5518,0.4619,0.4277]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5225,0.491,0.6155,0.2183]","[0.0001,0.0001,0.0001,0.0001,0.4863,0.5117,0.5117,0.2080]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4288,0.614,0.3915,0.5458]","[0.0001,0.0001,0.0001,0.0001,0.5029,0.5303,0.4971,0.4756]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5178,0.4148,0.4975,0.3853]","[0.0001,0.0001,0.0001,0.0001,0.4844,0.3545,0.502,0.5811]"
4,"[0.0001,0.0001,0.0001,0.0001,0.645,0.721,0.4415,0.521]","[0.0001,0.0001,0.0001,0.0001,0.4873,0.5088,0.4902,0.4785]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5627,0.619,0.4725,0.5318]","[0.0001,0.0001,0.0001,0.0001,0.4775,0.5986,0.4990,0.5137]"
4,"[0.0001,0.0001,0.0001,0.0001,0.309,0.8253,0.6273,0.4735]","[0.0001,0.0001,0.0001,0.0001,0.2832,0.6387,0.5039,0.4980]"
4,"[0.0001,0.0001,0.0001,0.0001,0.499,0.5027,0.645,0.5027]","[0.0001,0.0001,0.0001,0.0001,0.4922,0.3545,0.4951,0.4844]"
4,"[0.0001,0.0001,0.0001,0.0001,0.749,1.,0.3783,0.4793]","[0.0001,0.0001,0.0001,0.0001,0.7109,0.3477,0.5352,0.4902]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5932,0.5792,0.457,0.374]","[0.0001,0.0001,0.0001,0.0001,0.5127,0.4707,0.5107,0.501]"
4,"[0.0001,0.0001,0.0001,0.0001,0.6367,0.72,0.434,0.3235]","[0.0001,0.0001,0.0001,0.0001,0.5,0.4238,0.4980,0.4795]"
4,"[0.0001,0.0001,0.0001,0.0001,0.7502,0.3315,0.7845,0.3938]","[0.0001,0.0001,0.0001,0.0001,0.4883,0.5146,0.5059,0.4961]"
4,"[0.0001,0.0001,0.0001,0.0001,0.674,0.297,0.5165,0.707]","[0.0001,0.0001,0.0001,0.0001,0.5352,0.627,0.5205,0.6553]"
4,"[0.0001,0.0001,0.0001,0.0001,0.032,0.3435,0.5048,0.0001]","[0.0001,0.0001,0.0001,0.0001,0.4199,0.3936,0.4863,0.3604]"
4,"[0.0001,0.0001,0.0001,0.0001,0.2652,0.2713,0.4358,0.3085]","[0.0001,0.0001,0.0001,0.0001,0.4883,0.3535,0.5137,0.4893]"
4,"[0.0001,0.0001,0.0001,0.0001,0.075,0.2828,0.3738,0.1123]","[0.0001,0.0001,0.0001,0.0001,0.5127,0.5156,0.5098,0.3164]"
4,"[0.0001,0.0001,0.0001,0.0001,0.2907,0.4022,0.2107,0.3568]","[0.0001,0.0001,0.0001,0.0001,0.5098,0.6523,0.5176,0.4785]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4245,0.4275,0.4985,0.679]","[0.0001,0.0001,0.0001,0.0001,0.4492,0.4072,0.4844,0.5078]"
4,"[0.0001,0.0001,0.0001,0.0001,0.8192,0.278,0.9898,0.2923]","[0.0001,0.0001,0.0001,0.0001,0.8213,0.3389,0.5166,0.3398]"
4,"[0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.509,0.4902]","[0.0001,0.0001,0.0001,0.0001,0.5205,0.6113,0.5029,0.5625]"
4,"[0.0001,0.0001,0.0001,0.0001,1.,0.506,0.5107,0.0001]","[0.0001,0.0001,0.0001,0.0001,0.9648,0.5146,0.5039,0.0107]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4745,0.565,0.626,0.2317]","[0.0001,0.0001,0.0001,0.0001,0.5098,0.4785,0.4873,0.4258]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4425,0.4795,0.5408,0.3882]","[0.0001,0.0001,0.0001,0.0001,0.5215,0.4922,0.5117,0.5215]"
4,"[0.0001,0.0001,0.0001,0.0001,0.481,0.501,0.5052,0.5707]","[0.0001,0.0001,0.0001,0.0001,0.4863,0.3525,0.5039,0.5479]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5235,0.5782,0.6965,0.4613]","[0.0001,0.0001,0.0001,0.0001,0.4980,0.3271,0.5244,0.4873]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5247,0.965,0.0037,0.5013]","[0.0001,0.0001,0.0001,0.0001,0.4961,0.5264,0.5225,0.5029]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4918,0.0001,0.1737,0.1682]","[0.0001,0.0001,0.0001,0.0001,0.4697,0.0137,0.1797,0.1748]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4313,0.41,0.495,0.4708]","[0.0001,0.0001,0.0001,0.0001,0.5078,0.4893,0.5049,0.6904]"
4,"[0.0001,0.0001,0.0001,0.0001,0.831,0.0001,0.4955,0.4153]","[0.0001,0.0001,0.0001,0.0001,0.4893,0.3486,0.4971,0.4883]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5085,0.5105,0.4895,1.]","[0.0001,0.0001,0.0001,0.0001,0.4795,0.3311,0.4951,0.4961]"
4,"[0.0001,0.0001,0.0001,0.0001,0.603,0.4548,0.361,0.359]","[0.0001,0.0001,0.0001,0.0001,0.4727,0.3496,0.501,0.5264]"
4,"[0.0001,0.0001,0.0001,0.0001,0.534,0.6367,0.525,0.68]","[0.0001,0.0001,0.0001,0.0001,0.4893,0.6562,0.5264,0.4854]"
4,"[0.0001,0.0001,0.0001,0.0001,0.75,0.536,0.2295,0.5215]","[0.0001,0.0001,0.0001,0.0001,0.4834,0.4971,0.4932,0.4736]"
4,"[0.0001,0.0001,0.0001,0.0001,0.218,0.5658,0.8273,0.5245]","[0.0001,0.0001,0.0001,0.0001,0.4922,0.5352,0.5293,0.4893]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3983,0.6413,0.552,0.647]","[0.0001,0.0001,0.0001,0.0001,0.4307,0.376,0.4883,0.4961]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5518,0.6643,0.5795,0.3842]","[0.0001,0.0001,0.0001,0.0001,0.4912,0.3447,0.5264,0.3740]"
4,"[0.0001,0.0001,0.0001,0.0001,0.498,0.0022,0.5847,0.5163]","[0.0001,0.0001,0.0001,0.0001,0.4775,0.3564,0.5039,0.4658]"
4,"[0.0001,0.0001,0.0001,0.0001,0.7517,0.337,0.4725,0.6678]","[0.0001,0.0001,0.0001,0.0001,0.4854,0.3281,0.5205,0.5029]"
4,"[0.0001,0.0001,0.0001,0.0001,0.387,0.5325,0.3945,0.4405]","[0.0001,0.0001,0.0001,0.0001,0.4824,0.3594,0.4883,0.5215]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3735,0.4538,0.4125,0.7433]","[0.0001,0.0001,0.0001,0.0001,0.5059,0.6123,0.5078,0.5078]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4445,0.0001,0.951,0.3335]","[0.0001,0.0001,0.0001,0.0001,0.4824,0.3428,0.5156,0.4355]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5128,0.6538,0.5117,0.4527]","[0.0001,0.0001,0.0001,0.0001,0.4746,0.3486,0.5088,0.5078]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4108,0.6212,0.3298,0.5685]","[0.0001,0.0001,0.0001,0.0001,0.5098,0.3438,0.5,0.5176]"
4,"[0.0001,0.0001,0.0001,0.0001,0.246,0.5027,0.4972,0.0001]","[0.0001,0.0001,0.0001,0.0001,0.3535,0.6582,0.5039,0.0088]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3798,0.4577,0.7445,0.799]","[0.0001,0.0001,0.0001,0.0001,0.5059,0.5039,0.5098,0.5078]"
4,"[0.0001,0.0001,0.0001,0.0001,0.496,0.811,0.5462,0.2]","[0.0001,0.0001,0.0001,0.0001,0.4932,0.3555,0.5146,0.5342]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5842,0.5617,0.5767,0.2975]","[0.0001,0.0001,0.0001,0.0001,0.5127,0.3945,0.4814,0.5312]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3475,0.5612,0.5748,0.3927]","[0.0001,0.0001,0.0001,0.0001,0.4883,0.3447,0.5098,0.5078]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4965,0.855,1.,0.5385]","[0.0001,0.0001,0.0001,0.0001,0.4814,0.3457,0.9746,0.5137]"
4,"[0.0001,0.0001,0.0001,0.0001,0.7487,0.6547,0.2735,0.6168]","[0.0001,0.0001,0.0001,0.0001,0.4854,0.5029,0.4990,0.4922]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3377,0.4585,0.3882,0.4877]","[0.0001,0.0001,0.0001,0.0001,0.4844,0.3418,0.3154,0.5215]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4293,0.491,0.7713,0.508]","[0.0001,0.0001,0.0001,0.0001,0.4785,0.5225,0.5078,0.5234]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5235,0.469,0.6225,0.6783]","[0.0001,0.0001,0.0001,0.0001,0.4990,0.5879,0.5205,0.4521]"
4,"[0.0001,0.0001,0.0001,0.0001,0.1705,0.4178,0.3855,0.8035]","[0.0001,0.0001,0.0001,0.0001,0.5059,0.5264,0.4932,0.4727]"
4,"[0.0001,0.0001,0.0001,0.0001,0.583,0.4442,0.545,0.4565]","[0.0001,0.0001,0.0001,0.0001,0.5127,0.4678,0.5156,0.5127]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5077,0.3545,0.7705,0.577]","[0.0001,0.0001,0.0001,0.0001,0.5215,0.3516,0.4941,0.5088]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4748,0.4645,0.5395,0.8232]","[0.0001,0.0001,0.0001,0.0001,0.5049,0.4990,0.5117,0.5215]"
4,"[0.0001,0.0001,0.0001,0.0001,0.761,0.5305,0.7182,0.6995]","[0.0001,0.0001,0.0001,0.0001,0.7314,0.5225,0.7119,0.7070]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5167,0.5282,0.6012,0.4022]","[0.0001,0.0001,0.0001,0.0001,0.5264,0.3311,0.5176,0.4941]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3783,0.6675,0.5548,0.5738]","[0.0001,0.0001,0.0001,0.0001,0.4990,0.5811,0.5088,0.4814]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3607,0.532,0.5055,0.4033]","[0.0001,0.0001,0.0001,0.0001,0.4941,0.3311,0.4844,0.4893]"
4,"[0.0001,0.0001,0.0001,0.0001,0.2222,0.3915,0.2222,0.746]","[0.0001,0.0001,0.0001,0.0001,0.2598,0.3477,0.4912,0.7236]"
4,"[0.0001,0.0001,0.0001,0.0001,0.9967,0.9868,0.9967,0.5075]","[0.0001,0.0001,0.0001,0.0001,0.4648,0.3721,0.4912,0.9375]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5045,0.451,0.6237,0.4667]","[0.0001,0.0001,0.0001,0.0001,0.5127,0.6494,0.5156,0.4824]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4927,0.4128,0.5217,0.6963]","[0.0001,0.0001,0.0001,0.0001,0.4932,0.3496,0.5059,0.5068]"
4,"[0.0001,0.0001,0.0001,0.0001,0.0001,0.4405,0.4945,0.7483]","[0.0001,0.0001,0.0001,0.0001,0.4961,0.3457,0.4766,0.5137]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4062,0.502,0.4465,0.0972]","[0.0001,0.0001,0.0001,0.0001,0.5078,0.3457,0.4395,0.0967]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4647,0.4978,0.0385,0.995]","[0.0001,0.0001,0.0001,0.0001,0.4453,0.4863,0.0410,0.9863]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3088,0.3092,0.5052,0.174]","[0.0001,0.0001,0.0001,0.0001,0.4707,0.3486,0.5068,0.4736]"
4,"[0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4902,1.]","[0.0001,0.0001,0.0001,0.0001,0.4922,0.3545,0.5049,0.7061]"
4,"[0.0001,0.0001,0.0001,0.0001,0.0001,0.5665,0.0001,0.0001]","[0.0001,0.0001,0.0001,0.0001,0.0361,0.584,0.0127,0.0088]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4518,0.1965,0.4512,0.0005]","[0.0001,0.0001,0.0001,0.0001,0.251,0.4131,0.7012,0.0107]"
4,"[0.0001,0.0001,0.0001,0.0001,0.754,0.6375,0.2083,0.6087]","[0.0001,0.0001,0.0001,0.0001,0.5156,0.6289,0.502,0.5234]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3675,0.3548,0.6137,0.5928]","[0.0001,0.0001,0.0001,0.0001,0.4971,0.5234,0.5127,0.4883]"
4,"[0.0001,0.0001,0.0001,0.0001,0.742,0.3005,0.4708,0.2985]","[0.0001,0.0001,0.0001,0.0001,0.4775,0.4746,0.4717,0.4922]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3198,0.404,0.4685,0.6952]","[0.0001,0.0001,0.0001,0.0001,0.5098,0.3613,0.4932,0.4277]"
4,"[0.0001,0.0001,0.0001,0.0001,0.655,0.655,1.,0.655]","[0.0001,0.0001,0.0001,0.0001,0.5332,0.3447,0.9854,0.3389]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5673,0.5067,0.6605,0.4568]","[0.0001,0.0001,0.0001,0.0001,0.4893,0.3359,0.5068,0.5156]"
4,"[0.0001,0.0001,0.0001,0.0001,0.1748,0.4908,0.5033,0.5667]","[0.0001,0.0001,0.0001,0.0001,0.4912,0.4766,0.4814,0.4766]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3695,0.4347,0.5005,0.6112]","[0.0001,0.0001,0.0001,0.0001,0.5127,0.4902,0.5361,0.4971]"
4,"[0.0001,0.0001,0.0001,0.0001,0.524,0.5872,0.5222,0.51]","[0.0001,0.0001,0.0001,0.0001,0.4707,0.3477,0.4912,0.4854]"
4,"[0.0001,0.0001,0.0001,0.0001,0.6697,0.4647,0.5642,0.4622]","[0.0001,0.0001,0.0001,0.0001,0.4941,0.501,0.4971,0.5166]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5915,0.8307,0.534,0.4375]","[0.0001,0.0001,0.0001,0.0001,0.5127,0.3525,0.4150,0.4854]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4988,0.2833,0.2093,0.1988]","[0.0001,0.0001,0.0001,0.0001,0.5127,0.5029,0.2568,0.2598]"
4,"[0.0001,0.0001,0.0001,0.0001,0.442,0.5418,0.4672,0.5385]","[0.0001,0.0001,0.0001,0.0001,0.5068,0.6172,0.4629,0.5732]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4935,0.1887,0.4843,0.9987]","[0.0001,0.0001,0.0001,0.0001,0.5078,0.3545,0.4902,0.9785]"
4,"[0.0001,0.0001,0.0001,0.0001,0.1088,0.3647,0.4153,0.5268]","[0.0001,0.0001,0.0001,0.0001,0.4980,0.5244,0.4912,0.4570]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5527,0.4837,0.4803,0.5215]","[0.0001,0.0001,0.0001,0.0001,0.5186,0.4844,0.5176,0.4189]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4692,0.198,0.7063,0.1577]","[0.0001,0.0001,0.0001,0.0001,0.4746,0.3555,0.5107,0.1699]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3573,0.9622,0.2595,0.499]","[0.0001,0.0001,0.0001,0.0001,0.4961,0.3701,0.5273,0.6377]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5045,0.2727,0.4033,0.506]","[0.0001,0.0001,0.0001,0.0001,0.5146,0.4980,0.5225,0.5088]"
4,"[0.0001,0.0001,0.0001,0.0001,0.6403,0.434,0.3927,0.4548]","[0.0001,0.0001,0.0001,0.0001,0.5029,0.335,0.4873,0.5088]"
4,"[0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7745]","[0.0001,0.0001,0.0001,0.0001,0.4678,0.3496,0.0107,0.7529]"
4,"[0.0001,0.0001,0.0001,0.0001,0.0001,0.9388,0.0001,0.0001]","[0.0001,0.0001,0.0001,0.0001,0.0293,0.9346,0.0098,0.0098]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4252,0.5115,0.8457,0.5822]","[0.0001,0.0001,0.0001,0.0001,0.4951,0.5156,0.5283,0.501]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5038,0.0001,0.0001,0.499]","[0.0001,0.0001,0.0001,0.0001,0.4990,0.0176,0.0078,0.5156]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5322,0.4635,0.4602,0.6475]","[0.0001,0.0001,0.0001,0.0001,0.5186,0.5098,0.4863,0.3428]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4288,0.5195,0.3352,0.6808]","[0.0001,0.0001,0.0001,0.0001,0.4795,0.3438,0.4814,0.5488]"
4,"[0.0001,0.0001,0.0001,0.0001,0.389,0.66,0.4335,0.4535]","[0.0001,0.0001,0.0001,0.0001,0.5078,0.5137,0.5039,0.4873]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5322,0.484,0.6187,0.6503]","[0.0001,0.0001,0.0001,0.0001,0.4941,0.3594,0.5146,0.4756]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3955,0.297,0.527,0.3733]","[0.0001,0.0001,0.0001,0.0001,0.5039,0.4014,0.4922,0.4922]"
4,"[0.0001,0.0001,0.0001,0.0001,0.3428,0.6177,0.4775,0.66]","[0.0001,0.0001,0.0001,0.0001,0.4873,0.5371,0.5381,0.6025]"
4,"[0.0001,0.0001,0.0001,0.0001,0.797,0.3927,0.4972,0.3893]","[0.0001,0.0001,0.0001,0.0001,0.4756,0.3379,0.4863,0.4834]"
4,"[0.0001,0.0001,0.0001,0.0001,0.7678,0.401,0.4112,0.6995]","[0.0001,0.0001,0.0001,0.0001,0.4932,0.3584,0.5068,0.6191]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5332,0.5745,0.555,0.385]","[0.0001,0.0001,0.0001,0.0001,0.4902,0.5,0.502,0.5117]"
4,"[0.0001,0.0001,0.0001,0.0001,0.555,0.2943,0.5065,0.4965]","[0.0001,0.0001,0.0001,0.0001,0.4961,0.3584,0.4814,0.5039]"
4,"[0.0001,0.0001,0.0001,0.0001,0.378,0.2783,0.7182,0.747]","[0.0001,0.0001,0.0001,0.0001,0.4424,0.6484,0.4873,0.5039]"
4,"[0.0001,0.0001,0.0001,0.0001,0.249,0.4963,0.6773,0.182]","[0.0001,0.0001,0.0001,0.0001,0.4971,0.3682,0.6758,0.1963]"
4,"[0.0001,0.0001,0.0001,0.0001,0.5,0.945,0.4947,0.0001]","[0.0001,0.0001,0.0001,0.0001,0.4678,0.4951,0.501,0.0107]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4288,0.462,0.5055,0.53]","[0.0001,0.0001,0.0001,0.0001,0.4160,0.3457,0.4766,0.5283]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4705,0.515,0.3167,0.6867]","[0.0001,0.0001,0.0001,0.0001,0.4902,0.4922,0.4814,0.5273]"
4,"[0.0001,0.0001,0.0001,0.0001,0.4985,0.5748,0.378,0.536]","[0.0001,0.0001,0.0001,0.0001,0.5039,0.5576,0.5029,0.4932]"
4,"[0.0001,0.0001,0.0001,0.0001,0.544,0.4507,0.7203,0.4185]","[0.0001,0.0001,0.0001,0.0001,0.5879,0.5117,0.5312,0.5127]"
